"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VGBHBM2G","conferencePaper","2025","Poets, Alexander; Mergler, Iwo; Penner, Maxim; Waßmann, Mattes; Preihs, Stephan; Peissig, Jürgen","Professional Networked Audio over DECT NR+: Feasibility and Performance","2025 IEEE 6th International Symposium on the Internet of Sounds (IS2)","979-8-3315-7294-5","","10.1109/IS264627.2025.11284656","https://ieeexplore.ieee.org/document/11284656/","DECT NR+, also known by its official designation DECT-2020 NR, is a new radio standard developed and maintained by the European Telecommunications Standards Institute (ETSI). It is the world’s first non-cellular 5G technology and fulfils the IMT-2020 requirements for both massive Machine Type Communications (mMTC) and Ultra-Reliable and Low Latency Communications (URLLC). The latter makes it a promising candidate for applications from the Programme Making and Special Events (PMSE) sector. In this paper, we investigate the feasibility of using DECT NR+ as a cable replacement solution for networked audio systems, with Dante serving as an example. Dante is an AV connectivity platform developed by Audinate that has become the de facto industry standard for digital audio networking. Using an open-source Software-Defined Radio (SDR) implementation of DECT NR+, we set up a wireless link between two Dante-enabled devices. Based on the metrics reported to Dante Controller, we assess the performance of Dante in the DECT NR+ wireless network and demonstrate that an average one-way latency of 1.7 ms can be achieved.","2025-10-29","2026-03-24 13:22:03","2026-07-08 13:44:05","2026-03-24 13:22:03","1-8","","","","","","Professional Networked Audio over DECT NR+","","","","","IEEE","L'Aquila, Italy","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/4WISV39Q/Poets et al. - 2025 - Professional Networked Audio over DECT NR+ Feasibility and Performance.pdf","","","5G; 5G mobile communication; Industries; Wireless networks; Performance evaluation; Ultra reliable low latency communication; URLLC; Standards; NR+; DECT-2020; Dante; ETSI; Internet; Massive machine type communications; PMSE; Software radio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE 6th International Symposium on the Internet of Sounds (IS2)","","","","","","","","","","","","","","",""
"S8BDF5F8","conferencePaper","2021","Soni, Sandhya; Makkar, Rahul; Singhwi, Tanmay; Rawal, Divyang; Sharma, Nikhil; Minz, Laxmikant","On Performance of multi-hop assisted mMTC for DECT-2020 New Radio System","2021 International Conference on Information and Communication Technology Convergence (ICTC)","978-1-6654-2383-0","","10.1109/ICTC52510.2021.9620940","https://ieeexplore.ieee.org/document/9620940/","Digital enhanced cordless telecommunication new radio (DECT-2020 NR) is one of the candidate technology which fulﬁls the minimum requirements to serve as ﬁfth-generation (5G) standardization. It accomplishes one of the performance requirements for massive machine-type communications (mMTC) by enabling a high connection density, i.e. up to 1-million devices/km2. Reliable communication over such massive connections is achieved through a multi-hop relay system. This paper analyzes the link-level performance of DECT-2020 NR standards for mMTC using a multi-hop decode-and-forward (DF) relaying system for the outage probability and bit error rate (BER) performance metrics. Simulation results show the performance improvement in outage probability over various transmission rates, hops and signal-to-interference-plus-noise ratio (SINR). The numerical results corroborate with Monte-Carlo simulation results. Also, the link performance in terms of BER is compared for Turbo codes with puncturing.","2021-10-20","2026-03-24 13:22:05","2026-07-08 13:43:24","2026-03-24 13:22:05","984-988","","","","","","","","","","","IEEE","Jeju Island, Korea, Republic of","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/L3TGJT6R/Soni et al. - 2021 - On Performance of multi-hop assisted mMTC for DECT-2020 New Radio System.pdf","","","5G; outage probability; multi-hop; digital enhanced cordless telecommunication (DECT); new radio (NR)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 International Conference on Information and Communication Technology Convergence (ICTC)","","","","","","","","","","","","","","",""
"VDCWEJB3","bookSection","2024","Stiller, Burkhard; Schiller, Eryk; Schmitt, Corinna","Wireless Communication (Short Range and Long Range incl. LPWAN)","Springer Handbook of Internet of Things","978-3-031-39649-6 978-3-031-39650-2","","10.1007/978-3-031-39650-2_9","https://link.springer.com/10.1007/978-3-031-39650-2_9","This chapter classiﬁes communication technologies employed in the Internet of Things (IoT) as infrastructure, data, transport, discovery, messaging, and management protocol families and semantics and frameworks. Moreover, IoT networks are divided into IP and constrained networks with the latter not directly supporting the Transmission Control Protocol (TCP) and Internet Protocol (IP) stack on IoT devices. Furthermore, another distinction is considered dividing networks into personal (PAN), local (LAN), and wide (WAN) area Networks. Finally, here selected communication technologies are characterized according to the aforementioned classiﬁers and important aspects of select technologies are discussed in the remainder of this chapter.","2024","2026-03-24 13:22:07","2026-07-08 13:43:18","2026-03-24 13:22:07","165-192","","","","","","","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","Series Title: Springer Handbooks","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/L5UJ2RRJ/Stiller et al. - 2024 - Wireless Communication (Short Range and Long Range incl. LPWAN).pdf","","","5G; IEEE 802.11; DECT-2020 NR; LoRa; 1G; 2G; 3G; 4G; 6LoWPAN; BLIP; Bluetooth; DASH7; IEEE 802.15.4; LAN; LTE Cat. 0; LTE Cat. M; LTE Cat. M1; LTE Cat. N; MAN; NB-IoT; NFC; PAN; RFID; Sigfox; WAN; ZigBee","Ziegler, Sébastien; Radócz, Renáta; Quesada Rodriguez, Adrian; Matheu Garcia, Sara Nieves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6GDXQ8AV","journalArticle","2026","Nikolaev, Dmitry; Zhivtsova, Anna; Matyushenko, Sergey; Gaidamaka, Yuliya; Koucheryavy, Yevgeni","Modeling DECT-2020 as a Tandem Queueing System and Its Application to the Peak Age of Information Analysis","Mathematics","","2227-7390","10.3390/math14010186","https://www.mdpi.com/2227-7390/14/1/186","The Peak Age of Information (PAoI) quantifies the freshness of updates used in cyberphysical systems (CPSs), realized within the Internet of Things (IoT) paradigm, encompassing devices, networks, and control algorithms. Consequently, PAoI is a critical metric for real-time applications enabled by Ultra-Reliable Low Latency Communication (URLLC). While highly useful for system evaluation, the direct analysis of this metric is complicated by the correlation between the random variables constituting the PAoI. Thus, it is often evaluated using only the mean value rather than the full distribution. Furthermore, since CPS communication technologies like Wi-Fi or DECT-2020 involve multiple processing stages, modeling them as tandem queueing systems is essential for accurate PAoI analysis. In this paper, we develop an analytical model for a DECT-2020 network segment represented as a two-phase tandem queueing system, enabling detailed PAoI analysis via Laplace–Stieltjes transforms (LST). We circumvent the dependence between generation and sojourn times by classifying updates into four mutually exclusive groups. This approach allows us to derive the LST of the PAoI and determine the exact Probability Density Function (PDF) for M|M|1 → M|M|1 system. We also calculate the mean and variance of the PAoIs and validate our results through numerical experiments. Additionally, we evaluate the impact of different service time distributions on PAoI variability. These findings contribute to the theoretical understanding of PAoI in tandem queueing systems and provide practical insights for optimizing DECT-2020-based communication systems.","2026-01-04","2026-03-24 13:22:10","2026-07-08 13:44:22","2026-03-24 13:22:10","186","","1","14","","Mathematics","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/6ERLLMI7/Nikolaev et al. - 2026 - Modeling DECT-2020 as a Tandem Queueing System and Its Application to the Peak Age of Information An.pdf","","","Internet of Things; DECT-2020; automatic control; cyber–physical system; information freshness; Laplace–Stieltjes transforms; PAoI; peak age of information; probability distribution; queueing theory; tandem queueing system","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MASD2AVU","conferencePaper","2024","Biswas, Ritayan; Säe, Joonas; Pirskanen, Juho; Lempiäinen, Jukka","Reliable and Low-Latency Communications for Critical Infrastructures Utilizing Wireless Mesh Networks","2024 International Conference on Computing, Networking and Communications (ICNC)","979-8-3503-7099-7","","10.1109/ICNC59896.2024.10556213","https://ieeexplore.ieee.org/document/10556213/","The purpose of this paper is to evaluate the applicability of wireless mesh networks as a suitable alternative to traditional mobile networks for the monitoring and protection of critical infrastructures. Present-day mobile networks have to handle a large amount of data due to the increase in the need for mobile broadband and the number of users. Therefore, monitoring critical infrastructures exerts an additional load on the existing networks. Thus, the applicability of wireless mesh networks (operating at independent frequency bands) is investigated to determine if they are capable of protecting and monitoring critical infrastructures such as smart grids. The reliability and latency of optimally tuned wireless mesh networks free of other network traffic are studied with the help of simulations based on the DECT-2020 NR standard. It is observed that reliable communications can be realized, however, the end-to-end latency of the network increases with the number of hops and re-transmissions. The user plane latency varies between 10.55 ms to 25.07 ms over five hops and between 15.55 ms to 38.78 ms over eight hops based on the size of the packet. Furthermore, there is a 1.2 to 2 times increment in the latency with each re-transmission. Therefore, a trade-off is necessary to achieve ultra-reliable low-latency communications utilizing wireless mesh networks for monitoring and protection of critical infrastructures.","2024-02-19","2026-03-24 13:22:52","2026-07-08 13:46:28","2026-03-24 13:22:52","100-105","","","","","","","","","","","IEEE","Big Island, HI, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/ED2QW6ZW/Biswas et al. - 2024 - Reliable and Low-Latency Communications for Critical Infrastructures Utilizing Wireless Mesh Network.pdf; /home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/NWBVSV29/Biswas et al. - 2024 - Reliable and Low-Latency Communications for Critical Infrastructures Utilizing Wireless Mesh Network.pdf","","","Delays; Ultra reliable low latency communication; URLLC; Telecommunication traffic; Robustness; Wireless mesh networks; Critical infrastructure; low-latency; reliable communications; Smart grids; wireless mesh networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 International Conference on Computing, Networking and Communications (ICNC)","","","","","","","","","","","","","","",""
"T4KRA78H","conferencePaper","2023","Smida, Oussama Ben; Amor, Souheib Ben; Affes, Sofiène","ETSI/DECT-2020 Component RIT Technology Implementation and Evaluation Contributions in mMTC and URLLC Use Cases","ICC 2023 - IEEE International Conference on Communications","978-1-5386-7462-8","","10.1109/ICC45041.2023.10279025","https://ieeexplore.ieee.org/document/10279025/","We propose a comprehensive evaluation of ETSI/DECT-2020 New Radio (NR) as an IMT-2020 candidate technology for the mMTC (connection density) and URLLC (reliability) use cases. Several independent evaluation groups assessed DECT-2020 NR performance against the IMT-2020 requirements and INRS played a key role within the Canadian Evaluation Group (CEG) in evaluating the technology via simulation. In order to develop 5G link- and system-level simulators, it is necessary to identify and understand all key characteristics of DECT technology. Nevertheless, the mMTC use case offers D2D communications, which made simulation analysis extremely cumbersome. In this paper, we also explain the different maneuvers in order to fasten the simulations and reduce complexity while respecting all DECT speciﬁcations. Simulation results provided from link- and system-level simulations for both URLLC and mMTC use cases show that DECT-2020 component RIT meets the IMT-2020 requirements.","2023-05-28","2026-03-24 13:22:55","2026-07-08 13:43:34","2026-03-24 13:22:55","1462-1467","","","","","","","","","","","IEEE","Rome, Italy","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/MCC9WGJN/Smida et al. - 2023 - ETSIDECT-2020 Component RIT Technology Implementation and Evaluation Contributions in mMTC and URLL.pdf","","","5G; Ultra reliable low latency communication; New Radio; Simulation; Estimation; channel mismatch; channels estimation errors; Complexity theory; Connection density (mMTC); D2D; Device-to-device communication; direction-of-arrival (DoA); Direction-of-arrival estimation; ETSI/DECT; implementation impairments; localization; Reliability (URLLC); synchronization; Technology evaluation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICC 2023 - IEEE International Conference on Communications","","","","","","","","","","","","","","",""
"SHTMMG78","conferencePaper","2023","Soni, Sandhya; Makkar, Rahul; Rawal, Divyang; Sharma, Nikhil","Link-Level Assessment of NOMA Aided Multi-hop DECT-2020 New Radio for mMTC Applications","2023 International Conference on Information Networking (ICOIN)","978-1-6654-6268-6","","10.1109/ICOIN56518.2023.10048900","https://ieeexplore.ieee.org/document/10048900/","Digital enhanced cordless telecommunication-2020 new radio (DECT-2020 NR) is an essential part of the fifth generation (5G) standards proposed by the international telecommunication union (ITU). With an achievable density of approximately one million connections per square km, it is a potential candidate which promises to fill in the actual gap in the wireless internet of things (IoT) market for the massive machine-type communications (mMTC). In this paper, we explore a non-orthogonal multiple access (NOMA) assisted cooperative multi-hop (MH) relaying system for DECT-2020 NR system for mMTC applications. The use of cooperative multi-hop (MH) relaying system allows a reliable long-haul communication system and further the use of NOMA scheme helps in achieving a better spectral efficiency and massive connectivity. The link level evaluation of the proposed system is carried out for the proposed NOMA aided MH DECT-2020 NR system and further error rate analysis is presented in terms of outage probability and the bit error rate (BER). Monte-Carlo simulations further corroborate the correctness of the analytical findings.","2023-01-11","2026-03-24 13:22:57","2026-07-08 13:43:28","2026-03-24 13:22:57","478-482","","","","","","","","","","","IEEE","Bangkok, Thailand","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/ZPTZ8RI2/Soni et al. - 2023 - Link-Level Assessment of NOMA Aided Multi-hop DECT-2020 New Radio for mMTC Applications.pdf","","","NOMA; Wireless communication; ITU; Spectral efficiency; Simulation; multi-hop; Bit error rate; Spread spectrum communication; Decode-and-forward; digital enhanced cordless telecommunication-2020 new radio; massive machine-type communication; non-orthogonal multiple access","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 International Conference on Information Networking (ICOIN)","","","","","","","","","","","","","","",""
"UUN5YCEM","conferencePaper","2022","Nihtila, Timo; Taipale, Tarmo","Energy Saving Router Rotation Protocol for DECT-2020 NR","2022 18th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","978-1-6654-6975-3","","10.1109/WiMob55322.2022.9941639","https://ieeexplore.ieee.org/document/9941639/","ETSI DECT-2020 New Radio (NR) is a new flexible radio interface targeted to support a broad range of wireless Internet of Things (IoT) applications. It has been shown to fulfill both massive machine-type communications (mMTC) and ultra-reliable low latency communications (URLLC) requirements for 5th generation (5G) networks. DECT-2020 NR is an autonomous wireless mesh network protocol where the devices can choose to become routers, forwarding the data of other devices in addition to their own data. Thus, a wireless mesh network does not need separate base stations or a core network architecture to extend coverage. This makes the deployment of DECT-2020 NR networks easy, but with the cost of increased energy consumption in the router nodes. Notably, the same energy consumption is not inflicted upon the non-routing leaf nodes whose operation is on the contrary very energy efficient. This role-induced disparity in node energy consumption results in the network not using the energy of its devices with maximal efficiency. A method to alleviate this problem could be a network rotation in which the roles of network nodes are periodically rotated and the energy consumption is thus distributed more evenly among the nodes. In this paper we propose a role rotation protocol for DECT-2020 NR and evaluate its impact to the expected lifetime and the performance of the network by system level simulations.","2022-10-10","2026-03-24 13:23:00","2026-07-08 13:44:41","2026-03-24 13:23:00","69-74","","","","","","","","","","","IEEE","Thessaloniki, Greece","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/W2G8XU4R/Nihtila and Taipale - 2022 - Energy Saving Router Rotation Protocol for DECT-2020 NR.pdf","","","5G; Ultra reliable low latency communication; Wireless communication; Wireless sensor networks; NR; DECT-2020; Energy consumption; Mesh networks; Wireless mesh networks; energy saving; Network architecture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 18th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","","","","","","","","","","","","","","",""
"AF6XBGMS","journalArticle","2024","Poets, Alexander; WaÃ, Mattes","DECT NR+: A new radio standard to benefit professional audio  applications","","","","","","DECT-2020 New Radio (marketed as NR+ by the DECT Forum) is an ETSI-developed Radio Interface Technology (RIT) that meets the IMT-2020 requirements for UltraReliable Low Latency (URLLC) and massive Machine Type Communication (mMTC). Therefore, in late 2021, it was approved by the ITU-R to be included in the 5G family of standards. Constituting the world’s first non-cellular 5G technology, DECT NR+ targets nomadic wireless applications that can be deployed anywhere by anyone at any time. Along with the option to operate in the license-exempt 1.9 GHz DECT band, the meshnetworking capability of NR+ makes the technology a compelling choice for Small and Medium-sized Enterprises (SMEs) and the Program Making and Special Events (PMSE) industry.","2024","2026-03-24 13:23:12","2026-07-08 13:46:21","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/549AI8AY/Raftopoulou et al. - 2025 - Deployment and Performance Evaluation of 5G Private Networks, Enabling Use Cases in Rural Remote Are.pdf; /home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/TKBCZVZS/Raftopoulou et al. - 2025 - Deployment and Performance Evaluation of 5G Private Networks, Enabling Use Cases in Rural Remote Are.pdf; /home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/D78AQ6XE/Poets and WaÃ - 2024 - DECT NR+ A new radio standard to benefit professional audio  applications.pdf","","","5G mobile communication; Radio access networks; Throughput; Sensors; 5G private networks; Europe; field trials; forestry; Forestry; Indoor environment; indoor environments; Key performance indicator; Livestock; livestock transportation; mines; network deployment; remote areas; Uplink","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BEJNT8CT","conferencePaper","2026","Ugarte, Paula Martinez; Sanchez, Jon Montalban; Izquierdo, Iñaki Eizmendi; Gil, Eneko Iradier; Andres, Marta Fernandez; Barrenechea, Iñigo Bilbao","Empirical Performance Assessment of DECT NR+ for Wireless Industrial Communication","2026 IEEE 22nd International Conference on Factory Communication Systems (WFCS)","","2835-8414","10.1109/WFCS67029.2026.11511563","https://ieeexplore.ieee.org/document/11511563/","DECT-2020 NR (DECT NR+) represents a paradigm shift in industrial wireless communications as the first non-cellular standard integrated into the IMT-2020 5G framework. Despite its potential for massive IoT and URLLC applications, empirical hardware-level evaluations in representative industrial environments have yet to be conducted. This paper presents a first step towards a physical layer performance characterization of DECT NR+ using pre-commercial evaluation boards interfaced with a real-time RF channel emulator. Following a baseline validation against Additive White Gaussian Noise (AWGN) model, we evaluate system performance across a non-line-of-sight (NLOS) factory profile. While SNR results align with theoretical models, performance in multipath environments suggests that integrating retransmission or diversity mechanisms would further optimize link reliability in dense industrial deployments.","2026-04","2026-07-08 09:44:45","2026-07-08 13:46:19","2026-07-08 09:44:28","1-5","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2835-8414","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/8A57C5W9/105041003052.html","","","5G mobile communication; Ultra reliable low latency communication; Signal to noise ratio; Production facilities; wireless; DECT-2020 NR; Simulation; Massive machine type communications; Hardware; industrial communications; Modeling; Printing; reliability; Technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026 IEEE 22nd International Conference on Factory Communication Systems (WFCS)","","","","","","","","","","","","","","",""
"QRW7BNL7","conferencePaper","2022","Perez-Guirao, M. Dolores; Weisshaupt, Thomas; Wilzeck, Andreas","DECT NR+:Unveiling the Essentials of a new non-cellular 5G Standard for Verticals","Mobile Communication - Technologies and Applications; 26th ITG-Symposium","","","","https://ieeexplore.ieee.org/document/9861863/","DECT-2020 NR is a young radio standard developed by ETSI, which aims to provide a lean but powerful technical foundation for industrial IoT applications (IIoT) such as e.g. Industry 4.0, media content production, mission-critical or building automation and monitoring. The DECT Forum markets DECT-2020 NR as DECT NR+. In the fall of 2021, ITU-R adopted DECT-2020 NR as part of the IMT-2020 family of standards, also known as the 5th generation (5G) of wireless access technology. Driving underlying design objective of DECT-2020 NR has been to create a wireless communication technology, which can be deployed by anyone, be operated by anybody and used anywhere opening in that sense extensive opportunities for sustainable, independent or cooperative wireless connectivity solutions, especially for medium-sized industries. This paper provides an overview of the essentials of the state of the art in DECT NR+ represented by the ETSI TC DECT-2020 NR technical specifications. We describe the fundamental concepts of DECT-2020 NR, highlighting how application and solution development is facilitated, and propose various possible innovation paths influencing future standardization and spectrum policy concepts for local area private industrial networks. In addition, we point out options for governance models that can lead to democratisation of 5G and IIoT.","2022-05","2026-07-08 09:44:45","2026-07-08 13:44:06","2026-07-08 09:44:38","1-6","","","","","","DECT NR+","","","","","","","","","","","","IEEE Xplore","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/TDX8AD2K/Perez-Guirao et al. - 2022 - DECT NR+Unveiling the Essentials of a new non-cellular 5G Standard for Verticals.pdf","","","5G; private networks; DECT-2020 NR; IMT-2020; DECT NR+; governance; spectrum policy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mobile Communication - Technologies and Applications; 26th ITG-Symposium","","","","","","","","","","","","","","",""
"TVSE3NV3","conferencePaper","2025","Liu, Zheyuan; Li, Qian; Yang, Shuangye; Yao, Chenyang; Zhao, Kai; Jia, Lufeng; Zhang, Qiao; Guo, Biao","Data-Aided Channel Estimation for Robust DECT-2020 NR+ Links in Oil and Gas Equipment Data Communication","2025 7th International Conference on Intelligent Control, Measurement and Signal Processing (ICMSP)","","","10.1109/ICMSP68723.2025.11407711","https://ieeexplore.ieee.org/document/11407711/","Oil and gas extraction and processing environments impose stringent requirements on wireless data links used for equipment monitoring, control, and safety. Multipath-rich metallic structures, Radio Frequency(RF) blocking, and dynamic interference degrade channel estimation accuracy, especially at low SNR. This paper adapts and evaluates a data-aided least-squares (LS) channel estimation approach—originally developed and validated for Digital Enhancement Cordless Telecommunication2020 New Radio Plus(DECT-2020 NR+)—to oil and gas equipment data communication over Orthogonal Frequency Division Multiplexing(OFDM) links. By combining pilot symbols with previously decoded data symbols, the proposed receiver improves channel transfer function (CTF) estimates without increasing pilot overhead. MATLAB simulations on AWGN and 3GPP TDL channels, coupled with a lab validation using a DECT development board and a backscatter-like test signal, show consistent MSE gains over pilot-only LS across SNRs. Deployment aspects for oil and gas sites, including subcarrier numerology, packetization, and frequency planning in the 1.9 GHz frequency band, which is used in some industrial wireless systems. Detailed implementation guidance is provided for field gateways and sensor Radio Devices(RDs). Results indicate that data-aided estimation enhances reliability and spectral efficiency for real-time equipment telemetry and alarm reporting in harsh oilfield environments.","2025-11","2026-07-08 09:44:45","2026-07-08 13:44:57","2026-07-08 09:44:39","309-313","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/EQVWQQPH/Liu et al. - 2025 - Data-Aided Channel Estimation for Robust DECT-2020 NR+ Links in Oil and Gas Equipment Data Communica.pdf","","","OFDM; Receivers; Wireless sensor networks; Symbols; Signal to noise ratio; Industrial IoT; Channel estimation; Channel Estimation; Data-aided; Decision-Directed Channel Estimation; DECT-2020 NR+; LS; Oil and Gas Equipment; Oils; Safety; Telemetry; Transfer functions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 7th International Conference on Intelligent Control, Measurement and Signal Processing (ICMSP)","","","","","","","","","","","","","","",""
"IYYEEF4B","journalArticle","2025","Dang, Yongchao; Quang, Ngo; Roni, Fagerholm; Veli-Matti, Rantanen; Kalle, Ruttik; Jäntti, Riku","EWDC: Integrating DECT-2020 With Wi-Fi for Enhanced Wireless Direct Connectivity","IEEE Internet of Things Journal","","2327-4662","10.1109/JIOT.2025.3574407","https://ieeexplore.ieee.org/document/11016710/","The rapid growth of smartphones, laptops, and Internet of Things (IoT) devices has created an increasing demand for seamless, secure, and energy-efficient wireless direct communication. Current popular solutions, such as AirDrop and Intel Unison, rely on bluetooth low energy (BLE) for device discovery and pairing, alongside IEEE 802.11 (Wi-Fi) for high-speed data transmission. However, research has identified significant vulnerabilities in BLE, including information leakage and profile manipulation. To address these challenges, we propose an enhanced wireless direct connectivity (EWDC) framework that integrates digital enhanced cordless telecommunications (DECT)-2020 new radio (NR) with Wi-Fi. In this framework, DECT replaces BLE to enable secure and efficient device discovery, while Wi-Fi supports high-bandwidth data transmission. Specifically, DECT utilizes its licensed spectrum to establish a secure communication channel for sharing Wi-Fi configuration information, enabling a secure and reliable setup of high-speed Wi-Fi data transmission links between devices. To validate this approach, we implemented the DECT medium access control layer on the Nordic nRF9161-DK platform and evaluated the end-to-end delay between two devices. Our results demonstrate an impressive transmission delay of less than 1 \mu s for EWDC communication, enabling rapid device discovery and highly efficient operation. Furthermore, to enhance the security of wireless direct connections, the WireGuard, a VPN tunnel, is employed to encrypt data transmission over Wi-Fi providing robust protection for data shared on public frequency bandwidths. The proposed hybrid DECT-2020 NR and Wi-Fi solution significantly improves reliability, security, and communication efficiency, positioning it as a robust candidate for next-generation IoT communication systems.","2025-08","2026-07-08 09:46:40","2026-07-09 08:58:37","2026-07-08 09:46:33","31783-31796","","15","12","","","EWDC","","","","","","","","","","","","IEEE Xplore","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/TG24XK5V/Dang et al. - 2025 - EWDC Integrating DECT-2020 With Wi-Fi for Enhanced Wireless Direct Connectivity.pdf","","","Reliability; Standards; Wireless communication; Wireless sensor networks; Internet of Things; Bandwidth; Wireless fidelity; DECT-2020; Data communication; Authentication; Communication system security; digital enhanced cordless telecommunications (DECT); enhanced wireless direct connectivity (EWDC); wireless direct communication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WEC5DWUP","conferencePaper","2025","Ngo, Quang Quoc; Kalle, Ruttik; Yongchao, Dang; Riku, Jäntti; Costa-Requena, Jose","Demo: Toward Multi-Connectivity 6G IoT - Practical IoT Device-to-Core Integration","2025 4th International Conference on 6G Networking (6GNet)","","","10.1109/6GNet68413.2025.11314146","https://ieeexplore.ieee.org/document/11314146/","The emerging 6G vision aims to enable massive IoT deployments, multi-connectivity, and heterogeneous networks while ensuring ultra-reliable low-latency communications, robust security, and intelligent network orchestration. Current approaches to IoT connectivity remain fragmented and isolated, lacking seamless interoperability and exposing gaps in end-to-end security. To address these gaps, we present a lightweight implementation for direct authentication and registration of IoT UEs with a commercial 5G Core (5GC) using Raspberry Pi 5 devices over Wi-Fi, enabling 5G-AKA authentication and secured NAS channel. Our implementation aims to provide a ready-to-use solution that can expand to other wireless standards, aligning with the 6G vision and emerging IoT standards such as DECT NR+. By offloading authentication, session management, and traffic control to the 5GC, resource-constrained IoT devices gain access to carrier-grade security and efficient traffic handling. Furthermore, we demonstrate a secured data-plane setup in which WireGuard configuration is exchanged between two UEs through the gNB, establishing an encrypted VPN tunnel. Validation through Wireshark captures and the 5GC GUI confirms compliance with 3 GPP specifications. This work provides a practical step toward 6G IoT integration, offering a scalable, secure, and multi-connectivity-ready solution for industrial and enterprise deployments.","2025-12","2026-07-08 09:46:40","2026-07-08 13:46:24","2026-07-08 09:46:36","103-105","","","","","","Demo","","","","","","","","","","","","IEEE Xplore","","","","/home/ashuqullah-alizai/snap/zotero-snap/common/Zotero/storage/C4AIU2Z8/105032197467.html","","","5G; 5G mobile communication; Ultra reliable low latency communication; 6G; Standards; Wireless communication; Internet of Things; 6G mobile communication; Security; Heterogeneous networks; Wireless fidelity; Virtual private networks; IoT; Authentication; Heterogeneous Networks; Multi-Connectivity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 4th International Conference on 6G Networking (6GNet)","","","","","","","","","","","","","","",""
